-1,,,,,,,Y
2668,Haiti Trans Air,TACA,,HTC,HAITI TRANSAIR,Haiti,N
2669,Haitian Aviation Line,TACA,,HBC,HALISA,Haiti,N
2670,Hajvairy Airlines,TACA,,HAJ,HAJVAIRY,Pakistan,N
2671,Hak Air,TACA,,HKL,HAK AIRLINE,Nigeria,N
2672,Hala Air,TACA,,HLH,HALA AIR,Sudan,N
2673,Halcyon Air/Bissau Airways,TACA,,HCN,HALCYON,Guinea-Bissau,N
2674,Hamburg International,TACA,4R,HHI,HAMBURG JET,Germany,Y
2675,Hamlin Jet,TACA,,HJL,BIZJET,United Kingdom,N
2676,Hamra Air,TACA,,HMM,HAMRA,United Arab Emirates,N
2677,Hand D Aviation,TACA,,WVA,WABASH VALLEY,United States,N
2678,Hangar 8,TACA,,HGR,HANG,United Kingdom,N
2679,Hangard Aviation,TACA,,HGD,HANGARD,Mongolia,N
2680,Hansung Airlines,TACA,,HAN,HANSUNG AIR,Republic of Korea,N
2681,TUIfly,TACA,X3,HLX,YELLOW CAB,Germany,Y
2682,Hapagfly,TACA,HF,HLF,HAPAG LLOYD,Germany,Y
2683,Harbor Airlines,TACA,HB,HAR,HARBOR,United States,N
2684,Harmony Airways,TACA,HQ,HMY,HARMONY,Canada,N
2685,Haughey Air,TACA,,NBR,NORBROOK,United Kingdom,N
2686,Haverfordwest Air Charter Services,TACA,,PYN,POYSTON,United Kingdom,N
2687,Havilah Air Services,TACA,,HAV,HAVILAH,Nigeria,N
2688,Hawaiian Airlines,TACA,HA,HAL,HAWAIIAN,United States,Y
2689,Hawaiian Pacific Airlines,TACA,HP,,,United States,N
2690,Hawk Air,TACA,,HKR,AIR HAW,Argentina,N
2691,Hawk De Mexico,TACA,,HMX,HAWK MEXICO,Mexico,N
2692,Hawkair,TACA,BH,,,Canada,Y
2693,Hawkaire,TACA,,HKI,HAWKEYE,United States,N
2694,Hazelton Airlines,TACA,,HZL,HAZELTON,Australia,N
2695,Heavylift Cargo Airlines,TACA,HN,HVY,HEAVY CARGO,Australia,N
2696,Heavylift International,TACA,,HVL,HEAVYLIFT INTERNATIONAL,United Arab Emirates,N
2697,Helcopteros De Cataluna,TACA,,HDC,HELICATALUNA,Spain,N
2698,Helenair (Barbados),TACA,,HCB,HELEN,Barbados,N
2699,Helenair Corporation,TACA,,HCL,HELENCORP,Saint Lucia,N
2700,Helenia Helicopter Service,TACA,,HHP,HELENIA,Denmark,N
2701,Heli Air Services,TACA,,HLR,HELI BULGARIA,Bulgaria,N
2702,Heli Ambulance Team,TACA,,ALJ,ALPIN HELI,Austria,N
2703,Heli Bernina,TACA,,HEB,HELIBERNINA,Switzerland,N
2704,Heli France,TACA,8H,HFR,HELIFRANCE,France,Y
2705,Heli Hungary,TACA,,HYH,HELIHUNGARY,Hungary,N
2706,Heli Medwest De Mexico,TACA,,HLM,HELIMIDWEST,Mexico,N
2707,Heli Securite,TACA,,HLI,HELI SAINT-TROPEZ,France,N
2708,Heli Trip,TACA,,HTP,HELI TRIP,Mexico,N
2709,Heli Union Heli Prestations,TACA,,HLU,HELI UNION,France,N
2710,Heli-Air-Monaco,TACA,,MCM,HELI AIR,Monaco,N
2711,Heli-Holland,TACA,,HHE,HELI HOLLAND,Netherlands,N
2712,Heli-Iberica,TACA,,HRA,ERICA,Spain,N
2713,Heli-Iberica Fotogrametria,TACA,,HIF,HIFSA,Spain,N
2714,Heli-Inter Guyane,TACA,,HIG,INTER GUYANNE,France,N
2715,Heli-Link,TACA,,HLK,HELI-LINK,Switzerland,N
2716,Heliamerica De Mexico,TACA,,HMC,HELIAMERICA,Mexico,N
2717,Heliavia-Transporte Aereo,TACA,,HEA,HELIAVIA,Portugal,N
2718,Heliaviation Limited,TACA,,CDY,CADDY,United Kingdom,N
2719,Helibravo Aviacao,TACA,,HIB,HELIBRAVO,Portugal,N
2720,Helicap,TACA,,HLC,HELICAP,France,N
2721,Helicentre Coventry,TACA,,COV,HELICENTRE,United Kingdom,N
2722,Helicol,TACA,,HEL,HELICOL,Colombia,N
2723,Helicopter,TACA,,HCP,HELI CZECH,Czech Republic,N
2724,Helicopter & Aviation Services,TACA,,JKY,JOCKEY,United Kingdom,N
2725,Helicopter Training & Hire,TACA,,MVK,MAVRIK,United Kingdom,N
2726,Helicopteros Aero Personal,TACA,,HAP,HELIPERSONAL,Mexico,N
2727,Helicopteros Agroforestal,TACA,,HAA,AGROFORESTAL,Chile,N
2728,Helicopteros Internacionales,TACA,,HNT,HELICOP INTER,Mexico,N
2729,Helicopteros Y Vehiculos Nacionales Aereos,TACA,,HEN,HELINAC,Mexico,N
2730,Helicsa,TACA,,HHH,HELICSA,Spain,N
2731,Helijet,TACA,JB,JBA,HELIJET,Canada,Y
2732,Helikopterdrift,TACA,,HDR,HELIDRIFT,Norway,N
2733,Helikopterservice Euro Air,TACA,,SCO,SWEDCOPTER,Sweden,N
2734,Heliocean,TACA,,OCE,HELIOCEAN,France,N
2735,Helios Airways,TACA,ZU,HCY,HELIOS,Cyprus,N
2736,Helipistas,TACA,,HLP,HELIPISTAS,Spain,N
2737,Heliportugal,TACA,,HPL,HELIPORTUGAL,Portugal,N
2738,Heliservicio Campeche,TACA,,HEC,HELICAMPECHE,Mexico,N
2739,Helisul,TACA,,HSU,HELIS,Portugal,N
2740,Heliswiss,TACA,,HSI,HELISWISS,Switzerland,N
2741,Helitafe,TACA,,HLT,HELITAFE,Mexico,N
2742,Helitalia,TACA,,HIT,HELITALIA,Italy,N
2743,Helitaxi Ofavi,TACA,,OFA,OFAVI,Mexico,N
2744,Helitrans,TACA,,HTA,SCANBIRD,Norway,N
2745,Helitrans Air Service,TACA,,HTS,HELITRANS,United States,N
2746,Heliworks,TACA,,HLW,HELIWORKS,Chile,N
2747,Hellas Jet,TACA,T4,HEJ,HELLAS JET,Greece,Y
2748,Hello,TACA,HW,FHE,FLYHELLO,Switzerland,Y
2749,Helog,TACA,,HLG,HELOG,Switzerland,N
2750,Helvetic Airways,TACA,2L,OAW,HELVETIC,Switzerland,Y
2751,Hemus Air,TACA,DU,HMS,HEMUS AIR,Bulgaria,N
2752,Henebury Aviation,TACA,,HAC,,Australia,N
2753,Heritiage Flight (Valley Air Services),TACA,,SSH,SNOWSHOE,United States,N
2754,Herman's Markair Express,TACA,,MRX,SPEEDMARK,United States,N
2755,Herritage Aviation Developments,TACA,,HED,FLAPJACK,United Kingdom,N
2756,Hewa Bora Airways,TACA,EO,ALX,ALLCONGO,Democratic Republic of the Congo,N
2757,Hex'Air,TACA,UD,HER,HEX AIRLINE,France,Y
2758,Hi-Jet Helicopter Services,TACA,,HHS,HIJET,Suriname,N
2759,Hi Fly,TACA,5K,HFY,SKY FLYER,Portugal,N
2760,High-Line Airways,TACA,,HLB,HIGH-LINE,Canada,N
2761,Highland Airways,TACA,,HWY,HIWAY,United Kingdom,Y
2762,Hispaniola Airways,TACA,,HIS,HISPANIOLA,Dominican Republic,N
2763,Hogan Air,TACA,,HGA,HOGAN AIR,United States,N
2764,Hokkaido Air System,TACA,,NTH,NORTH AIR,Japan,N
2765,Hokkaido International Airlines,TACA,HD,ADO,AIR DO,Japan,Y
2766,Hokuriki-Koukuu Company,TACA,,ABH,,Japan,N
2767,Hola Airlines,TACA,H5,HOA,HOLA,Spain,N
2768,Holding International Group,TACA,,HIN,HOLDING GROUP,Mexico,N
2769,Holiday Airlines,TACA,,HOL,HOLIDAY,United States,N
2770,Holstenair Lubeck,TACA,,HTR,HOLSTEN,Germany,N
2771,Homac Aviation,TACA,,HMV,HOMAC,Luxembourg,N
2772,Honduras Airlines,TACA,,HAS,HONDURAS AIR,Honduras,N
2773,Hong Kong Airlines,TACA,HX,CRK,BAUHINIA,Hong Kong SAR of China,Y
2774,Hong Kong Express Airways,TACA,UO,HKE,HONGKONG SHUTTLE,Hong Kong SAR of China,Y
2775,Honiara Cargo Express,TACA,,HEX,HONIARA CARGO,Solomon Islands,N
2776,Hop-A-Jet,TACA,,HPJ,HOPA-JET,United States,N
2777,Hope Air,TACA,HH,,HOPE AIR,Canada,N
2778,Horizon Air,Horizon Airlines,QX,QXE,HORIZON AIR,United States,Y
2779,Horizon Air Service,Horizon Airlines,,KOK,KOKO,United States,N
2780,Horizon Air for Transport and Training,Horizon Airlines,,HSM,ALOFUKAIR,Libya,N
2781,Horizon Air-Taxi,Horizon Airlines,,HOR,HORIZON,Switzerland,N
2782,Horizon Airlines,Horizon Airlines,BN,HZA,,Australia,Y
2783,Horizon Plus,Horizon Airlines,,HPS,HORIZON PLUS,Bangladesh,N
2784,Horizons Unlimited,Horizon Airlines,,HUD,HUD,United States,N
2785,Horizontes Aereos,Horizon Airlines,,HOZ,HORIZONTES AEREOS,Mexico,N
2786,Hoteles Dinamicos,Horizon Airlines,,HDI,DINAMICOS,Mexico,N
2787,Houston Helicopters,Horizon Airlines,,HHO,HOUSTON HELI,United States,N
2788,Houston Jet Services,Horizon Airlines,,GGV,GREGG AIR,Austria,N
2789,Hozu-Avia,Horizon Airlines,,OZU,HOZAVIA,Kazakhstan,N
2790,Hub Airlines,Horizon Airlines,,HUB,HUB,United States,N
2791,Huessler Air Service,Horizon Airlines,,HUS,HUESSLER,United States,N
2792,Hughes Aircraft Company,Horizon Airlines,,GMH,HUGHES EXPRESS,United States,N
2793,Hummingbird Helicopter Service,Horizon Airlines,,WHR,WHIRLEYBIRD,United States,N
2794,Hunair Hungarian Airlines,Horizon Airlines,,HUV,SILVER EAGLE,Hungary,N
2795,Hungarian Air Force,Horizon Airlines,,HUF,HUNGARIAN AIRFORCE,Hungary,N
2796,Hyack Air,Horizon Airlines,,HYA,HYACK,Canada,N
2797,Hydro Air Flight Operations,Horizon Airlines,,HYC,HYDRO CARGO,South Africa,N
2798,Hydro-Québec,Horizon Airlines,,HYD,HYDRO,Canada,N
2799,Héli Sécurité Helicopter Airlines,Horizon Airlines,H4,,,France,N
2800,International Air Carrier Association,Horizon Airlines,,ITC,,Belgium,N
2801,IBC Airways,Horizon Airlines,II,CSQ,CHASQUI,United States,N
2802,IBL Aviation,Horizon Airlines,,IBL,CATOVAIR,Mauritius,N
2803,IBM Euroflight Operations,Horizon Airlines,,BBL,BLUE,Switzerland,N
2804,ICAO,Horizon Airlines,,YYY,,,N
2805,ICAR Airlines,Horizon Airlines,C3,,,Ukraine,N
2806,ICC Canada,Horizon Airlines,,CIC,AIR TRADER,Canada,N
2807,IDG Technology Air,Horizon Airlines,,IDG,INDIGO,Czech Republic,N
2808,IFL Group,Horizon Airlines,,IFL,EIFEL,United States,N
2809,II Lione Alato Arl,Horizon Airlines,,RDE,FLIGHT RED,United Kingdom,N
2810,IJM International Jet Management,Horizon Airlines,,IJM,JET MANAGEMENT,Austria,N
2811,IKI International Airlines,Horizon Airlines,,IKK,IKIAIR,Japan,N
2812,IKON FTO,Horizon Airlines,,IKN,IKON,Germany,N
2813,IMP Aviation Services,Horizon Airlines,,BLU,BLUENOSE,Canada,N
2814,IMP Group Aviation Services,Horizon Airlines,,XGG,,Canada,N
2815,INFINI Travel Information,Horizon Airlines,1F,,,Japan,N
2816,IPEC Aviation,Horizon Airlines,,IPA,IPEC,Australia,N
2817,IPM Europe,Horizon Airlines,,IPM,SHIPEX,United Kingdom,N
2818,IRS Airlines,Horizon Airlines,,LVB,SILVERBIRD,Nigeria,N
2819,ISD Avia,Horizon Airlines,,ISD,ISDAVIA,Ukraine,N
2820,ITA Software,Horizon Airlines,1U,,,United States,N
2821,IVV Femida,Horizon Airlines,,FDF,,Russia,N
2822,Iberia Airlines,Horizon Airlines,IB,IBE,IBERIA,Spain,Y
2823,Ibertour Servicios Aereos,Horizon Airlines,,IBR,IBERTOUR,Spain,N
2824,Ibertrans Aerea,Horizon Airlines,,IBT,IBERTRANS,Spain,N
2825,Iberworld,Horizon Airlines,TY,IWD,,Spain,Y
2826,Ibex Airlines,Horizon Airlines,FW,IBX,IBEX,Japan,Y
2827,Ibicenca Air,Horizon Airlines,,IBC,IBICENCA,Spain,N
2828,Ibk-Petra,Horizon Airlines,,AKI, ,Sudan,N
2829,Icar Air,Horizon Airlines,,RAC,TUZLA AIR,Bosnia and Herzegovina,Y
2830,Icare Franche Compte,Horizon Airlines,,FRC,FRANCHE COMPTE,France,N
2831,Icaro,Horizon Airlines,,ICD,ICARO,Ecuador,N
2832,Icaro,Horizon Airlines,,ICA,ICARFLY,Italy,N
2833,Icarus,Horizon Airlines,,IUS,ICARUS,Italy,N
2834,Icejet,Horizon Airlines,,ICJ,ICEJET,Iceland,N
2835,Icelandair,Horizon Airlines,FI,ICE,ICEAIR,Iceland,Y
2836,Icelandic Coast Guard,Horizon Airlines,,ICG,ICELAND COAST,Iceland,N
2837,Ikaros DK,Horizon Airlines,,IKR,IKAROS,Denmark,N
2838,Il Ciocco International Travel Service,Horizon Airlines,,CIO,CIOCCO,Italy,N
2839,Il-Avia,Horizon Airlines,,ILV,ILAVIA,Russia,N
2840,Ildefonso Redriguez,Horizon Airlines,,IDL,ILDEFONSO,Mexico,N
2841,Iliamna Air Taxi,Horizon Airlines,,IAR,ILIAMNA AIR,United States,N
2842,Ilpo Aruba Cargo,Horizon Airlines,,ILP,,Aruba,N
2843,Ilyich-Avia,Horizon Airlines,,ILL,ILYICHAVIA,Ukraine,N
2844,Imaer,Horizon Airlines,,IMR,IMAER,Portugal,N
2845,Imair Airlines,Horizon Airlines,IK,ITX,IMPROTEX,Azerbaijan,Y
2846,Imperial Airways,Horizon Airlines,,PNX,PHOENIX,United States,N
2847,Imtrec Aviation,Horizon Airlines,,IMT,IMTREC,Cambodia,N
2848,Independence Air,Horizon Airlines,DH,IDE,INDEPENDENCE AIR,United States,N
2849,Independent Air Freighters,Horizon Airlines,,IDP,INDEPENDENT,Australia,N
2850,IndiGo Airlines,Horizon Airlines,6E,IGO,IFLY,India,Y
2851,India International Airways,Horizon Airlines,,IIL,INDIA INTER,India,N
2852,Indian Air Force,Horizon Airlines,,IFC,INDIAN AIRFORCE,India,N
2853,Indian Airlines,Horizon Airlines,IC,IAC,INDAIR,India,Y
2854,Indicator Company,Horizon Airlines,,IDR,INDICATOR,Hungary,N
2855,Indigo,Horizon Airlines,I9,IBU,INDIGO BLUE,United States,Y
2856,Indonesia Air Transport,Horizon Airlines,,IDA,INTRA,Indonesia,N
2857,Indonesia AirAsia,Horizon Airlines,QZ,AWQ,WAGON AIR,Indonesia,Y
2858,Indonesian Airlines,Horizon Airlines,IO,IAA,INDO LINES,Indonesia,Y
2859,Industri Pesawat Terbang Nusantara,Horizon Airlines,,IPN,NUSANTARA,Indonesia,N
2860,Industrias Titan,Horizon Airlines,,ITN,TITANLUX,Spain,N
2861,Infinit Air,Horizon Airlines,,FFI,INFINIT,Spain,N
2862,Inflite The Jet Centre,Horizon Airlines,,INS,,United Kingdom,N
2863,Innotech Aviation,Horizon Airlines,,IVA,INNOTECH,Canada,N
2864,Insel Air International,Horizon Airlines,,INC,INSELAIR,Netherlands Antilles,N
2865,Instituto Cartografico de Cataluna,Horizon Airlines,,ICC,CARTO,Spain,N
2866,Intair,Horizon Airlines,,INT,INTAIRCO,Canada,N
2867,Intal Avia,Horizon Airlines,,INL,INTAL AVIA,Kyrgyzstan,N
2868,Intavia Limited,Horizon Airlines,,FFL,,United Kingdom,N
2869,InteliJet Airways,Horizon Airlines,IJ,IJT,INTELIJET,Colombia,N
2870,Intensive Air,Horizon Airlines,,XRA,INTENSIVE,South Africa,N
2871,Inter Air,Horizon Airlines,,ITW,INTER WINGS,Bulgaria,N
2872,Inter Express,Horizon Airlines,,INX,INTER-EURO,Turkey,N
2873,Inter Islands Airlines,Horizon Airlines,H4,IIN,,Cape Verde,N
2874,Inter RCA,Horizon Airlines,,CAR,QUEBEC ROMEO,Central African Republic,N
2875,Inter Tropic Airlines,Horizon Airlines,,NTT,INTER-TROPIC,Sierra Leone,N
2876,Inter-Air,Horizon Airlines,,ITA,CAFEX,United States,N
2877,Inter-Canadian,Horizon Airlines,,ICN,INTER-CANADIAN,Canada,N
2878,Inter-Island Air,Horizon Airlines,,UGL,UGLY VAN,United States,N
2879,Inter-Mountain Airways,Horizon Airlines,,IMA,INTER-MOUNTAIN,United States,N
2880,Inter-State Aviation,Horizon Airlines,,ITS,INTER-STATE,United States,N
2881,Interair South Africa,Horizon Airlines,D6,ILN,INLINE,South Africa,Y
2882,Interaire,Horizon Airlines,,NTE,INTERMEX,Mexico,N
2883,Interavia Airlines,Horizon Airlines,ZA,SUW,ASTAIR,Russia,Y
2884,Interaviatrans,Horizon Airlines,,IVT,INTERAVIA,Ukraine,N
2885,Intercontinental de Aviaci,Horizon Airlines,RS,ICT,CONTAVIA,Colombia,N
2886,Intercopters,Horizon Airlines,,ICP,CHOPER,Spain,N
2887,Interflight,Horizon Airlines,,IFT,INTERFLIGHT,United Kingdom,N
2888,Interflight (Learjet),Horizon Airlines,,IJT,,United Kingdom,N
2889,Interfly,Horizon Airlines,,RFL,INFLY,Italy,N
2890,Interfreight Forwarding,Horizon Airlines,,IFF,INTERFREIGHT,Sudan,N
2891,Interguide Air,Horizon Airlines,,IGN,DIVINE AIR,Nigeria,N
2892,Interisland Airlines,Horizon Airlines,,ISN,TRI-BIRD,Philippines,N
2893,Interisland Airways Limited,Horizon Airlines,,IWY,ISLANDWAYS,Turks and Caicos Islands,N
2894,Interjet,Horizon Airlines,,MTF,INTERJET,Italy,N
2895,Interjet Helicopters,Horizon Airlines,,IHE,INTERCOPTER,Greece,N
2896,Interlink Airlines,Horizon Airlines,ID,ITK,INTERLINK,South Africa,Y
2897,International Air Cargo Corporation,Horizon Airlines,,IAK,AIR CARGO EGYPT,Egypt,N
2898,International Air Corporation,Horizon Airlines,,EXX,EXPRESS INTERNATIONAL,United States,N
2899,International Air Service,Horizon Airlines,,IAS,STARFLEET,United States,N
2900,International Air Services,Horizon Airlines,,IAX,INTERAIR SERVICES,Liberia,N
2901,International Business Air,Horizon Airlines,6I,IBZ,INTERBIZ,Sweden,N
2902,International Business Aircraft,Horizon Airlines,,IBY,CENTRAL STAGE,United States,N
2903,International Charter Services,Horizon Airlines,,ICS,INTERSERVI,Mexico,N
2904,International Charter Xpress,Horizon Airlines,,ICX,INTEX,United States,N
2905,International Committee of the Red Cross,Horizon Airlines,,RED,RED CROSS,Switzerland,N
2906,International Company for Transport,Horizon Airlines,,IIG, Trade and Public Works,ALDAWLYH AIR,N
2907,International Flight Training Academy,Horizon Airlines,,IFX,IFTA,United States,N
2908,International Jet Aviation Services,Horizon Airlines,,IJA,I-JET,United States,N
2909,International Jet Charter,Horizon Airlines,,HSP,HOSPITAL,United States,N
2910,International SOS WIndhoek,Horizon Airlines,,RSQ,SKYMEDIC,Namibia,N
2911,International Sabilisation Assistance Force,Horizon Airlines,,ISF,,United Kingdom,N
2912,International Security Assistance Force,Horizon Airlines,,THN,ATHENA,Canada,N
2913,International Trans-Air,Horizon Airlines,,ITH,INTRANS NIGERIA,Nigeria,N
2914,Interport Corporation,Horizon Airlines,,IPT,INTERPORT,United States,N
2915,Intersky,Horizon Airlines,,IKY,GENERAL SKY,Bulgaria,N
2916,Intersky,Horizon Airlines,3L,ISK,INTERSKY,Austria,Y
2917,Interstate Airline,Horizon Airlines,I4,FWA,FREEWAYAIR,Netherlands,N
2918,Intervuelos,Horizon Airlines,,ITU,INTERLOS,Mexico,N
2919,Inversija,Horizon Airlines,,INV,INVER,Latvia,N
2920,Iona National Airways,Horizon Airlines,,IND,IONA,Ireland,N
2921,Iowa Airways,Horizon Airlines,,IOA,IOWA AIR,United States,N
2922,Iran Air,Horizon Airlines,IR,IRA,IRANAIR,Iran,Y
2923,Iran Aseman Airlines,Horizon Airlines,EP,IRC,,Iran,Y
2924,Iranair Tours,Horizon Airlines,,IRB,,Iran,N
2925,Naft Air Lines,Horizon Airlines,,IRG,NAFT,Iran,N
2926,Iraqi Airways,Horizon Airlines,IA,IAW,IRAQI,Iraq,Y
2927,Irbis Air,Horizon Airlines,,BIS,IRBIS,Kazakhstan,N
2928,Irish Air Corps,Horizon Airlines,,IRL,IRISH,Ireland,N
2929,Irish Air Transport,Horizon Airlines,,RDK,IRISH TRANS,Ireland,N
2930,Irish Aviation Authority,Horizon Airlines,,XMR,AUTHORITY,Ireland,N
2931,Irtysh Airlines,Horizon Airlines,,IRT,IRTYSH AIRLINES,Uzbekistan,N
2932,Irving Oil,Horizon Airlines,,XIA,,Canada,N
2933,Irving Oil Transport,Horizon Airlines,,KCE,KACEY,Canada,N
2934,Island Air,Horizon Airlines,,ISI,ISLANDMEX,Mexico,N
2935,Island Air Charters,Horizon Airlines,,ILF,ISLAND FLIGHT,United States,N
2936,Island Air Express,Horizon Airlines,,XYZ,RAINBIRD,United States,N
2937,Island Airlines,Horizon Airlines,IS,,,United States,Y
2938,Island Aviation,Horizon Airlines,,SOY,SORIANO,Philippines,N
2939,Island Aviation Services,Horizon Airlines,,DQA,,Maldives,N
2940,Island Aviation and Travel,Horizon Airlines,,IOM,ISLE AVIA,United Kingdom,N
2941,Island Express,Horizon Airlines,2S,SDY,SANDY ISLE,United States,N
2942,Cargo Plus Aviation,Horizon Airlines,8L,CGP,,United Arab Emirates,Y
2943,Island Helicopters,Horizon Airlines,,MTP,METROCOPTER,United States,N
2944,Island Link,Horizon Airlines,,ILC,,Japan,N
2945,Islandair Jersey,Horizon Airlines,,IAJ,JARLAND,United Kingdom,N
2946,Islands Nationair,Horizon Airlines,CN,,,Papua New Guinea,N
2947,Icebird Airline,Horizon Airlines,,ICB,ICEBIRD,Iceland,N
2948,Islas Airways,Horizon Airlines,IF,ISW,PINTADERA,Spain,Y
2949,Isle Grande Flying School,Horizon Airlines,,IGS,ISLA GRANDE,United States,N
2950,Islena De Inversiones,Horizon Airlines,WC,ISV,,Honduras,Y
2951,Isles of Scilly Skybus,Horizon Airlines,,IOS,SCILLONIA,United Kingdom,N
2952,Israel Aircraft Industries,Horizon Airlines,,IAI,ISRAEL AIRCRAFT,Israel,N
2953,Israeli Air Force,Horizon Airlines,,IAF,,Israel,N
2954,Israir,Horizon Airlines,6H,ISR,ISRAIR,Israel,Y
2955,Istanbul Airlines,Horizon Airlines,,IST,ISTANBUL,Turkey,N
2956,Itali Airlines,Horizon Airlines,9X,ACL,ITALI,Italy,N
2957,Italy First,Horizon Airlines,,IFS,RIVIERA,Italy,N
2958,Itek Air,Horizon Airlines,GI,IKA,ITEK-AIR,Kyrgyzstan,Y
2959,Ivoire Aero Services,Horizon Airlines,,IVS,IVOIRE AERO,Ivory Coast,N
2960,Ivoire Airways,Horizon Airlines,,IVW,IVOIRAIRWAYS,Ivory Coast,N
2961,Ivoire Jet Express,Horizon Airlines,,IJE,IVOIRE JET,Ivory Coast,N
2962,Iwamoto Crane Co Ltd,Horizon Airlines,,OIC,,Japan,N
2963,Ixair,Horizon Airlines,,IXR,X-BIRD,France,N
2964,Izair,Horizon Airlines,H9,IZM,IZMIR,Turkey,N
2965,Izhavia,Horizon Airlines,,IZA,IZHAVIA,Russia,N
2966,J C Bamford (Excavators),Horizon Airlines,,JCB,JAYSEEBEE,United Kingdom,N
2967,J P Hunt Air Carriers,Horizon Airlines,,RFX,REFLEX,United States,N
2968,J-Air,Horizon Airlines,,JLJ,J AIR,Japan,N
2969,JAL Express,Horizon Airlines,JC,JEX,JANEX,Japan,Y
2970,JALways,Horizon Airlines,JO,JAZ,JALWAYS,Japan,Y
2971,JDAviation,Horizon Airlines,,JDA,JAY DEE,United Kingdom,N
2972,JDP Lux,Horizon Airlines,,JDP,RED PELICAN,Luxembourg,N
2973,JHM Cargo Expreso,Horizon Airlines,,JHM,,Costa Rica,N
2974,JM Family Aviation,Horizon Airlines,,TQM,TACOMA,United States,N
2975,JMC Airlines,Horizon Airlines,,JMC,JAYEMMSEE,United Kingdom,N
2976,JSC Transport Automated Information Systems,Horizon Airlines,1M,,,Russia,N
2977,JS Air,Horizon Airlines,,JSJ,JS CHARTER,Pakistan,N
2978,JS Aviation,Horizon Airlines,,JES,JAY-ESS AVIATION,Mexico,N
2979,Jackson Air Services,Horizon Airlines,,JCK,JACKSON,Canada,N
2980,Jade Cargo International,Horizon Airlines,,JAE,JADE CARGO,China,N
2981,Jamahiriya Airways,Horizon Airlines,,JAW,JAW,Libya,N
2982,Jambo Africa Airlines,Horizon Airlines,,JMB,JAMBOAFRICA,Democratic Republic of Congo,N
2983,Jana-Arka,Horizon Airlines,,JAK,YANZAR,Kazakhstan,N
2984,Janair,Horizon Airlines,,JAX,JANAIR,United States,N
2985,Japan Air Commuter,Horizon Airlines,,JAC,COMMUTER,Japan,N
2986,Japan Aircraft Service,Horizon Airlines,,JSV,,Japan,N
2987,Japan Airlines,JAL Japan Airlines,JL,JAL,JAPANAIR,Japan,Y
2988,Japan Airlines Domestic,JAL Japan Airlines,JL,JAL,J-BIRD,Japan,Y
2989,Japan Asia Airways,JAL Japan Airlines,EG,JAA,ASIA,Japan,Y
2990,Japan Transocean Air,JAL Japan Airlines,NU,JTA,JAI OCEAN,Japan,Y
2991,Jat Airways,JAL Japan Airlines,JU,JAT,JAT,Serbia,N
2992,Jatayu Airlines,JAL Japan Airlines,VJ,JTY,JATAYU,Indonesia,N
2993,Jazeera Airways,JAL Japan Airlines,J9,JZR,JAZEERA,Kuwait,Y
2994,Jeju Air,JAL Japan Airlines,7C,JJA,JEJU AIR,Republic of Korea,Y
2995,Jenney Beechcraft,JAL Japan Airlines,,JNY,JENAIR,United States,N
2996,Jeppesen Data Plan,JAL Japan Airlines,,XLD,,United States,N
2997,Jeppesen UK,JAL Japan Airlines,,JPN,JETPLAN,United Kingdom,N
2998,Jet Air,JAL Japan Airlines,,JEA,JETA,Poland,N
2999,Jet Air Group,JAL Japan Airlines,,JSI,SISTEMA,Russia,N
3000,Jet Airways,JAL Japan Airlines,9W,JAI,JET AIRWAYS,India,Y
3001,Jet Airways,JAL Japan Airlines,QJ,,,United States,Y
3002,Jet Aspen Air Lines,JAL Japan Airlines,,JTX,JET ASPEN,United States,N
3003,Jet Aviation,JAL Japan Airlines,,PJS,JETAVIATION,Switzerland,N
3004,Jet Aviation Business Jets,JAL Japan Airlines,,BZF,BIZFLEET,United States,N
3005,Jet Center Flight Training,JAL Japan Airlines,,JCF,JET CENTER,Spain,N
3006,Jet Charter,JAL Japan Airlines,,JCT,JET CHARTER,United States,N
3007,Jetclub,JAL Japan Airlines,0J,,,Switzerland,N
3008,Jet Connection,JAL Japan Airlines,,JCX,JET CONNECT,Germany,N
3009,Jet Courier Service,JAL Japan Airlines,,DWW,DON JUAN,United States,N
3010,Jet East International,JAL Japan Airlines,,JED,JET EAST,United States,N
3011,Jet Executive International Charter,JAL Japan Airlines,,JEI,JET EXECUTIVE,Germany,N
3012,Jet Fighter Flights,JAL Japan Airlines,,RZA,RAZOR,Australia,N
3013,Jet Freighters,JAL Japan Airlines,,CFT,CASPER FREIGHT,United States,N
3014,Jet G&D Aviation,JAL Japan Airlines,,JGD,JET GEE-AND-DEE,Israel,N
3015,Jet Line International,JAL Japan Airlines,,MJL,MOLDJET,Moldova,N
3016,Jet Link,JAL Japan Airlines,,JEK,JET OPS,Israel,N
3017,Jet Link Aviation,JAL Japan Airlines,,HTL,HEARTLAND,United States,N
3018,Jet Norte,JAL Japan Airlines,,JNR,JET NORTE,Mexico,N
3019,Jet Rent,JAL Japan Airlines,,JRN,JET RENT,Mexico,N
3020,Jet Service,JAL Japan Airlines,,JDI,JEDI,Poland,N
3021,Jetstar Asia Airways,JAL Japan Airlines,3K,JSA,JETSTAR ASIA,Singapore,Y
3022,Jet Stream,JAL Japan Airlines,,JSM,JET STREAM,Moldova,N
3023,Jet Trans Aviation,JAL Japan Airlines,,JTC,JETRANS,Ghana,N
